Player Name,League,Squad,Country,Position,Annualized Salary
A. Ashaba,C,Awkward Trailblazers,Byasier Pujan,MF,"∂ 29,880,000"
H. Gimbo,C,Awkward Trailblazers,Esia,MF,"∂ 12,810,000"
Z. Sng,C,Awkward Trailblazers,Esia,MF,"∂ 19,460,000"
L. Han,C,Awkward Trailblazers,Varijitri Isles,MF,"∂ 15,740,000"
E. Gupta,C,Awkward Trailblazers,Esia,MFDF,"∂ 21,220,000"
D. Isabirye,C,Awkward Trailblazers,Esia,MFFW,"∂ 24,270,000"
R. Nimusiima,C,Awkward Trailblazers,Giumle Lizeibon,MFFW,"∂ 16,790,000"
R. Dahl,C,Blue Jaguars,Byasier Pujan,DF,"∂ 7,000,000"
S. Magezi,C,Blue Jaguars,Esia,DF,"∂ 20,350,000"
W. binti Ishak,C,Blue Jaguars,Esia,DF,"∂ 29,600,000"
F. Ashaba,C,Blue Jaguars,Giumle Lizeibon,DF,"∂ 25,680,000"
M. Birabwa,C,Blue Jaguars,Ingre,DF,"∂ 16,100,000"
J. Anguko,C,Blue Jaguars,Quewenia,DF,"∂ 27,180,000"
Q. Ogwang,C,Blue Jaguars,Redohrainbri,DF,"∂ 14,490,000"
S. Oduro,C,Blue Jaguars,Republic of Denand Landsa,DF,"∂ 17,730,000"
A. Grgi?,C,Blue Jaguars,Unicorporated Tiagascar,DF,"∂ 14,790,000"
S. Armah,C,Blue Jaguars,Mico,DFFW,"∂ 21,100,000"
Z. Mugeni,C,Blue Jaguars,Galamily,DFMF,"∂ 21,580,000"
H. Engel,C,Blue Jaguars,Byasier Pujan,FW,"∂ 27,530,000"
N. Khalil,C,Blue Jaguars,Dastatesne,FW,"∂ 29,650,000"
K. Ozols,C,Blue Jaguars,Esia,FW,"∂ 10,410,000"
F. Ankrah,C,Blue Jaguars,Esia,FWMF,"∂ 33,260,000"
Y. Marlina,C,Blue Jaguars,Isle of Lababwe,FWMF,"∂ 36,810,000"
Z. Davies,C,Blue Jaguars,Manlisgamncent,FWMF,"∂ 26,390,000"
E. Bah,C,Blue Jaguars,Mico,FWMF,"∂ 29,060,000"
I. Tukundane,C,Blue Jaguars,Pierrema,FWMF,"∂ 32,230,000"
V. Ikeda,C,Blue Jaguars,Southern Viout Aman,FWMF,"∂ 19,690,000"
A. Mor,C,Blue Jaguars,Esia,GK,"∂ 20,050,000"
H. Nakimera,C,Blue Jaguars,Esia,GK,"∂ 10,810,000"
A. Mugwagwa,C,Blue Jaguars,Dastatesne,MF,"∂ 15,300,000"
Z. Kasibante,C,Blue Jaguars,Esia,MF,"∂ 28,500,000"
F. Nalule,C,Blue Jaguars,Lefghau,MF,"∂ 33,660,000"
X. Aminah,C,Blue Jaguars,Reugha,MF,"∂ 13,480,000"
D. Mortenson,C,Blue Jaguars,Sobianitedrucy,MF,"∂ 4,980,000"
D. Hsu,C,Blue Jaguars,Esia,MFDF,"∂ 24,760,000"
Q. Roche,C,Blue Jaguars,Giumle Lizeibon,MFDF,"∂ 21,330,000"
O. Kantono,C,Blue Jaguars,Esia,MFFW,"∂ 20,530,000"
M. Omony,C,Blue Jaguars,Giumle Lizeibon,MFFW,"∂ 28,200,000"
I. Nalubwama,C,Fiery Governors,Byasier Pujan,DF,"∂ 18,290,000"
R. Sari,C,Fiery Governors,Byasier Pujan,DF,"∂ 14,910,000"
B. Polák,C,Fiery Governors,Dosqaly,DF,"∂ 20,870,000"
M. Watson,C,Fiery Governors,Dosqaly,DF,"∂ 18,100,000"
L. Khachatryan,C,Fiery Governors,Esia,DF,"∂ 17,850,000"
Z. Frank,C,Fiery Governors,Esia,DF,"∂ 21,140,000"
X. Mulder,C,Fiery Governors,Giumle Lizeibon,DF,"∂ 18,990,000"
L. Arai,C,Fiery Governors,Nganion,DF,"∂ 17,220,000"
I. Khalili,C,Fiery Governors,Esia,DFMF,"∂ 13,300,000"
D. Morales,C,Fiery Governors,Dosqaly,FW,"∂ 19,740,000"
Q. Tshia,C,Fiery Governors,Esia,FW,"∂ 28,010,000"
I. Peeters,C,Fiery Governors,Giumle Lizeibon,FW,"∂ 25,680,000"
F. Lemaire,C,Fiery Governors,Landli Blicporlip,FW,"∂ 5,690,000"
X. Hofer,C,Fiery Governors,New Uwi,FW,"∂ 23,050,000"
S. Nakabugo,C,Fiery Governors,Republic of Denand Landsa,FW,"∂ 23,970,000"
A. Ngabirano,C,Fiery Governors,Xikong,FWMF,"∂ 28,830,000"
E. Kyomukama,C,Fiery Governors,Esia,GK,"∂ 10,040,000"
L. Nalukenge,C,Fiery Governors,Esia,GK,"∂ 11,250,000"
M. Nakaggwa,C,Fiery Governors,Byasier Pujan,MF,"∂ 19,790,000"
B. Atiku,C,Fiery Governors,Cabral Retrea,MF,"∂ 21,880,000"
J. Andersen,C,Fiery Governors,Central Namemo Laand,MF,"∂ 29,980,000"
A. Omara,C,Fiery Governors,Esia,MF,"∂ 29,440,000"
K. Sah,C,Fiery Governors,Liacra,MF,"∂ 16,710,000"
V. Athieno,C,Fiery Governors,Quewenia,MFDF,"∂ 15,910,000"
Y. Jain,C,Fiery Governors,Esia,MFFW,"∂ 23,120,000"
L. Kovalenko,C,Horrible Flames,Byasier Pujan,DF,"∂ 14,080,000"
F. Mugide,C,Horrible Flames,Esia,DF,"∂ 23,390,000"
K. Nyakudya,C,Horrible Flames,Esia,DF,"∂ 15,000,000"
K. Ohayon,C,Horrible Flames,Esia,DF,"∂ 8,530,000"
Y. Takeuchi,C,Horrible Flames,Giumle Lizeibon,DF,"∂ 15,550,000"
Z. Donkor,C,Horrible Flames,Ingre,DF,"∂ 13,960,000"
E. Pour,C,Horrible Flames,Lefghau,DF,"∂ 13,530,000"
P. Ategeka,C,Horrible Flames,Saintswacroa,DF,"∂ 23,310,000"
C. Rodríguez,C,Horrible Flames,Esia,DFMF,"∂ 27,380,000"
U. Musa,C,Horrible Flames,Esia,FW,"∂ 29,380,000"
I. Nagadya,C,Horrible Flames,Imaar Vircoand,FW,"∂ 35,540,000"
J. Adam,C,Horrible Flames,Esia,FWDF,"∂ 33,570,000"
A. Namubiru,C,Horrible Flames,Dosqaly,FWMF,"∂ 29,270,000"
L. Ndoro,C,Horrible Flames,Esia,FWMF,"∂ 13,540,000"
W. Ainomugisha,C,Horrible Flames,Thaijagypt,FWMF,"∂ 29,870,000"
M. Krli?evi?,C,Horrible Flames,Leoneku Guidisia,GK,"∂ 10,800,000"
K. Ntale,C,Horrible Flames,Esia,MF,"∂ 31,600,000"
L. Abbasi,C,Horrible Flames,Giumle Lizeibon,MF,"∂ 27,140,000"
O. Ortega,C,Horrible Flames,Imaar Vircoand,MF,"∂ 26,060,000"
E. Mtetwa,C,Horrible Flames,Leoneku Guidisia,MF,"∂ 8,630,000"
Y. Thin,C,Horrible Flames,Northern Namemo Laand,MF,"∂ 15,360,000"
D. Safitri,C,Horrible Flames,Esia,MFDF,"∂ 29,570,000"
H. Alobo,C,Horrible Flames,Esia,MFFW,"∂ 28,600,000"
M. Nyirongo,C,Horrible Flames,Lefghau,MFFW,"∂ 32,520,000"
A. Dickson,C,Little Lollipops,Esia,DF,"∂ 22,460,000"
C. Denis,C,Little Lollipops,Esia,DF,"∂ 22,730,000"
H. Morgan,C,Little Lollipops,Esia,DF,"∂ 19,480,000"
E. Nabaasa,C,Little Lollipops,Giumle Lizeibon,DF,"∂ 19,250,000"
C. Msukwa,C,Little Lollipops,Pierrema,DF,"∂ 39,070,000"
H. Arthur,C,Little Lollipops,Quewenia,DF,"∂ 9,870,000"
P. Naiga,C,Little Lollipops,Xikong,DF,"∂ 23,860,000"
K. Eyotaru,C,Little Lollipops,Dosqaly,FW,"∂ 32,020,000"
U. Nhantumbo,C,Little Lollipops,Dosqaly,FW,"∂ 36,260,000"
U. Ojiambo,C,Little Lollipops,Esia,FW,"∂ 11,300,000"
M. Li,C,Little Lollipops,Iverde,FW,"∂ 27,190,000"
E. Tumuhimbise,C,Little Lollipops,Esia,FWMF,"∂ 40,640,000"
M. Mathieu,C,Little Lollipops,Quewenia,FWMF,"∂ 38,790,000"
R. Yiga,C,Little Lollipops,Quewenia,GK,"∂ 24,030,000"
P. Kondowe,C,Little Lollipops,Dosqaly,MF,"∂ 3,310,000"
A. Mumpande,C,Little Lollipops,Esia,MF,"∂ 15,320,000"
M. Chan,C,Little Lollipops,Esia,MF,"∂ 30,010,000"
M. Yanti,C,Little Lollipops,Ledian,MF,"∂ 21,590,000"
N. Sason,C,Little Lollipops,Lefghau,MF,"∂ 34,040,000"
A. Afful,C,Little Lollipops,People's Land of Maneau,MF,"∂ 1,580,000"
A. Malkah,C,Little Lollipops,Esia,MFDF,"∂ 20,290,000"
O. Obeng,C,Little Lollipops,Quewenia,MFDF,"∂ 23,110,000"
Z. Nyiramahoro,C,Little Lollipops,Slandsganiamayotteque,MFDF,"∂ 8,430,000"
C. Khalil,C,Little Lollipops,Esia,MFFW,"∂ 28,180,000"
N. Nalule,C,Little Lollipops,Esia,MFFW,"∂ 35,570,000"
G. Wahab,C,Marvelous Anchors,Dosqaly,DF,"∂ 18,810,000"
E. Maluwa,C,Marvelous Anchors,Esia,DF,"∂ 18,150,000"
J. Nakyanzi,C,Marvelous Anchors,Esia,DF,"∂ 15,310,000"
N. Ofosu,C,Marvelous Anchors,Esia,DF,"∂ 16,330,000"
X. Mkandawire,C,Marvelous Anchors,Esia,DF,"∂ 14,600,000"
Z. bin Zakaria,C,Marvelous Anchors,Esia,DF,"∂ 22,330,000"
N. Barukh,C,Marvelous Anchors,Giumle Lizeibon,DF,"∂ 19,930,000"
K. Okoro,C,Marvelous Anchors,Esia,DFMF,"∂ 18,300,000"
Z. Quek Kwik,C,Marvelous Anchors,Esia,DFMF,"∂ 23,540,000"
F. Kanyago,C,Marvelous Anchors,Esia,FWMF,"∂ 25,500,000"
N. Nwachukwu,C,Marvelous Anchors,Esia,FWMF,"∂ 22,350,000"
P. Ma,C,Marvelous Anchors,Esia,FWMF,"∂ 33,250,000"
L. Namuyanja,C,Marvelous Anchors,Byasier Pujan,GK,"∂ 17,690,000"
C. Opira,C,Marvelous Anchors,Esia,GK,"∂ 17,300,000"
E. Kaddu,C,Marvelous Anchors,Esia,GK,"∂ 15,500,000"
E. Oh,C,Marvelous Anchors,Esia,MF,"∂ 7,700,000"
G. Moulin,C,Marvelous Anchors,Esia,MF,"∂ 24,220,000"
N. Tugumisirize,C,Marvelous Anchors,Esia,MF,"∂ 12,960,000"
X. Guerrero,C,Marvelous Anchors,Esia,MF,"∂ 25,260,000"
G. Poulsen,C,Marvelous Anchors,Moaithe,MF,"∂ 21,420,000"
K. Opiyo,C,Marvelous Anchors,Esia,MFDF,"∂ 15,560,000"
J. Schmitz,C,Marvelous Anchors,Central Republic of Boekrainego,MFFW,"∂ 18,730,000"
Q. Alhassan,C,Marvelous Anchors,Esia,MFFW,"∂ 13,360,000"
L. Wasswa,C,Marvelous Anchors,Landli Blicporlip,MFFW,"∂ 24,420,000"
G. Acheampong,C,Marvelous Anchors,New Uwi,MFFW,"∂ 25,110,000"
D. Mortenson,C,Marvelous Anchors,Sobianitedrucy,MFFW,"∂ 27,130,000"
Q. Tushabe,C,Mean Trolls,Byasier Pujan,DF,"∂ 14,000,000"
D. Domingos,C,Mean Trolls,Esia,DF,"∂ 13,570,000"
K. Takada,C,Mean Trolls,Esia,DF,"∂ 25,170,000"
Q. Fathi,C,Mean Trolls,Esia,DF,"∂ 24,080,000"
C. Ndiweni,C,Mean Trolls,Galamily,DF,"∂ 9,490,000"
G. Nansamba,C,Mean Trolls,Manlisgamncent,DF,"∂ 7,780,000"
I. Sinani,C,Mean Trolls,Mico,DF,"∂ 15,810,000"
A. Fujihara,C,Mean Trolls,Quewenia,DF,"∂ 17,420,000"
K. Yap,C,Mean Trolls,Giumle Lizeibon,DFMF,"∂ 9,930,000"
P. Acan,C,Mean Trolls,Lefghau,DFMF,"∂ 20,760,000"
N. Nowak,C,Mean Trolls,Cuandbo,FW,"∂ 29,930,000"
R. Acheampong,C,Mean Trolls,Esia,FW,"∂ 29,670,000"
H. Nuraeni,C,Mean Trolls,Republic of Denand Landsa,FW,"∂ 20,960,000"
B. Alali,C,Mean Trolls,Esia,FWMF,"∂ 31,480,000"
J. Wibowo,C,Mean Trolls,Esia,FWMF,"∂ 25,730,000"
A. Lekuru,C,Mean Trolls,Leoneku Guidisia,FWMF,"∂ 8,880,000"
G. Odoch,C,Mean Trolls,Quewenia,FWMF,"∂ 23,020,000"
A. Ortega,C,Mean Trolls,Zamlie Niabangthe,FWMF,"∂ 29,540,000"
B. Fernandez,C,Mean Trolls,Esia,GK,"∂ 8,620,000"
N. Namirembe,C,Mean Trolls,Galamily,GK,"∂ 10,360,000"
B. Onzima,C,Mean Trolls,Esia,MF,"∂ 17,390,000"
Q. Maphosa,C,Mean Trolls,Esia,MF,"∂ 24,550,000"
U. He,C,Mean Trolls,Galamily,MF,"∂ 11,610,000"
B. Zee,C,Mean Trolls,Nathuacamana,MF,"∂ 20,360,000"
Q. Okurut,C,Mean Trolls,People's Land of Maneau,MF,"∂ 9,960,000"
U. Colin,C,Mean Trolls,Esia,MFFW,"∂ 27,450,000"
V. Supriadi,C,Mean Trolls,Esia,MFFW,"∂ 26,690,000"
Z. Matsui,C,Mean Trolls,Giumle Lizeibon,MFFW,"∂ 16,710,000"
K. Molina,C,Punctual Archers,Esia,DF,"∂ 20,050,000"
M. Odong,C,Punctual Archers,Esia,DF,"∂ 27,010,000"
Q. Zimba,C,Punctual Archers,Esia,DF,"∂ 16,760,000"
W. Montanari,C,Punctual Archers,Esia,DF,"∂ 12,010,000"
X. K?avi?_,C,Punctual Archers,Esia,DF,"∂ 19,380,000"
X. Kawooya,C,Punctual Archers,Giumle Lizeibon,DF,"∂ 19,710,000"
K. Kafuko,C,Punctual Archers,Rarita,DF,"∂ 22,320,000"
T. Namara,C,Punctual Archers,Rosvi,DF,"∂ 18,180,000"
C. Van den Berg *,C,Punctual Archers,Redohrainbri,DFFW,"∂ 27,270,000"
A. Montanari,C,Punctual Archers,Esia,FW,"∂ 34,140,000"
G. Bey,C,Punctual Archers,Xikong,FW,"∂ 27,550,000"
E. Samson,C,Punctual Archers,Republic of Denand Landsa,FWMF,"∂ 20,500,000"
N. Aber,C,Punctual Archers,Republic of Denand Landsa,FWMF,"∂ 33,220,000"
J. Munduru,C,Punctual Archers,Varijitri Isles,FWMF,"∂ 20,700,000"
H. Dayan,C,Punctual Archers,Esia,GK,"∂ 2,170,000"
E. Mapuranga,C,Punctual Archers,Nkasland Cronestan,GK,"∂ 14,670,000"
A. Popovi?,C,Punctual Archers,Esia,MF,"∂ 15,270,000"
T. Byakatonda,C,Punctual Archers,Esia,MF,"∂ 17,080,000"
V. Cherop,C,Punctual Archers,Esia,MF,"∂ 21,690,000"
X. Wasswa,C,Punctual Archers,Esia,MF,"∂ 22,450,000"
Z. Sow,C,Punctual Archers,Esia,MF,"∂ 27,380,000"
K. Ssenyondo,C,Punctual Archers,Esia,MFFW,"∂ 12,430,000"
P. Anderson,C,Punctual Archers,Esia,MFFW,"∂ 18,800,000"
Q. Patil,C,Punctual Archers,Esia,MFFW,"∂ 24,610,000"
M. Kiiza,C,Punctual Archers,Mico,MFFW,"∂ 22,320,000"
F. Sun,C,Punctual Archers,Riazbe Ryma,MFFW,"∂ 15,720,000"
I. Nakityo,C,Serious Cyclones,Dosqaly,DF,"∂ 13,840,000"
K. Shumba,C,Serious Cyclones,Esia,DF,"∂ 20,970,000"
U. Selima,C,Serious Cyclones,Esia,DF,"∂ 13,800,000"
R. Sanz,C,Serious Cyclones,Greri Landmoslands,DF,"∂ 30,300,000"
D. Nabbosa,C,Serious Cyclones,Nkasland Cronestan,DF,"∂ 11,990,000"
Q. Yadav,C,Serious Cyclones,Quewenia,DF,"∂ 18,570,000"
O. Mapfumo,C,Serious Cyclones,Biarizea,DFFW,"∂ 24,530,000"
S. Kisakye,C,Serious Cyclones,Esia,DFFW,"∂ 38,420,000"
X. Pavlovi?,C,Serious Cyclones,Nganion,DFFW,"∂ 37,880,000"
G. Jumbe,C,Serious Cyclones,Imaar Vircoand,DFMF,"∂ 18,830,000"
V. Kayira,C,Serious Cyclones,Esia,FW,"∂ 29,670,000"
Q. Hämäläinen,C,Serious Cyclones,Rarita,FW,"∂ 26,020,000"
F. Yan,C,Serious Cyclones,Redohrainbri,FW,"∂ 35,190,000"
E. Bah,C,Serious Cyclones,Mico,FWMF,"∂ 9,470,000"
L. Malinga,C,Serious Cyclones,People's Land of Maneau,FWMF,"∂ 36,260,000"
I. Permana,C,Serious Cyclones,Southern Ristan,FWMF,"∂ 30,230,000"
F. Nabunya,C,Serious Cyclones,Quewenia,GK,"∂ 11,600,000"
M. Zhou,C,Serious Cyclones,Quewenia,GK,"∂ 23,390,000"
J. Nabadda,C,Serious Cyclones,Esia,MF,"∂ 10,900,000"
L. Adri,C,Serious Cyclones,Esia,MF,"∂ 28,650,000"
O. Lakot,C,Serious Cyclones,Mico,MF,"∂ 18,720,000"
I. Reilly,C,Serious Cyclones,Southern Ristan,MF,"∂ 26,610,000"
R. Amadu,C,Serious Cyclones,Esia,MFDF,"∂ 19,650,000"
Z. Braun,C,Serious Cyclones,Esia,MFDF,"∂ 29,350,000"
A. Yusuf,C,Serious Cyclones,Esia,MFFW,"∂ 34,080,000"
B. Nakiyemba,C,Serious Cyclones,Esia,MFFW,"∂ 28,930,000"
Q. Sithole,C,Serious Cyclones,Slandsganiamayotteque,MFFW,"∂ 20,530,000"
R. Sari,C,Silver Frogs,Byasier Pujan,DF,"∂ 25,990,000"
T. Dietrich,C,Silver Frogs,Dosqaly,DF,"∂ 16,340,000"
N. Nanziri,C,Silver Frogs,Esia,DF,"∂ 23,360,000"
P. Be,C,Silver Frogs,Esia,DF,"∂ 6,980,000"
A. Nantege,C,Silver Frogs,Lefghau,DF,"∂ 29,040,000"
N. Suryani,C,Silver Frogs,Lefghau,DF,"∂ 12,600,000"
G. Gaby,C,Silver Frogs,Lenia Gerdanho,DF,"∂ 16,940,000"
F. Mawa,C,Silver Frogs,Manlisgamncent,DF,"∂ 16,730,000"
W. Okeke,C,Silver Frogs,Quewenia,DF,"∂ 26,150,000"
M. Nakkazi,C,Silver Frogs,Slandsganiamayotteque,DF,"∂ 13,250,000"
E. Lam,C,Silver Frogs,Byasier Pujan,FW,"∂ 29,240,000"
C. Wee,C,Silver Frogs,Esia,FW,"∂ 30,490,000"
C. Chow,C,Silver Frogs,Esia,FWMF,"∂ 21,420,000"
D. Wahyudi,C,Silver Frogs,Esia,FWMF,"∂ 34,830,000"
S. Achen,C,Silver Frogs,Giumle Lizeibon,GK,"∂ 19,820,000"
L. Msowoya,C,Silver Frogs,Southern Ristan,GK,"∂ 9,070,000"
I. Muchenje,C,Silver Frogs,Dosqaly,MF,"∂ 11,870,000"
G. Foong,C,Silver Frogs,Esia,MF,"∂ 23,420,000"
I. Lew,C,Silver Frogs,Esia,MF,"∂ 24,780,000"
K. Lawino,C,Silver Frogs,Giumle Lizeibon,MF,"∂ 22,270,000"
P. Takahashi,C,Silver Frogs,Dosqaly,MFDF,"∂ 20,370,000"
O. Lombardi,C,Silver Frogs,Frenchdo Stanser,MFFW,"∂ 15,800,000"
I. Kyakimwa,C,Silver Frogs,Lefghau,MFFW,"∂ 31,680,000"
F. Blanco,C,Silver Frogs,Manlisgamncent,MFFW,"∂ 27,780,000"
Q. Addo,C,Silver Frogs,Quewenia,MFFW,"∂ 29,350,000"
Z. Uy,C,Silver Frogs,Quewenia,MFFW,"∂ 17,670,000"
G. Onencan,C,Spicy Gophers,Byasier Pujan,DF,"∂ 31,250,000"
D. Steiner,C,Spicy Gophers,Esia,DF,"∂ 11,930,000"
G. Golob,C,Spicy Gophers,Esia,DF,"∂ 10,500,000"
M. Dufour,C,Spicy Gophers,Esia,DF,"∂ 12,230,000"
N. Kiss,C,Spicy Gophers,Esia,DF,"∂ 19,990,000"
U. Masarweh,C,Spicy Gophers,Esia,DF,"∂ 12,620,000"
X. Asiku,C,Spicy Gophers,Esia,DF,"∂ 13,290,000"
E. Byekwaso,C,Spicy Gophers,Nganion,DF,"∂ 23,010,000"
A. Soltani,C,Spicy Gophers,Southern Ristan,DF,"∂ 20,030,000"
H. Jaber,C,Spicy Gophers,Eastern Niasland,FW,"∂ 4,760,000"
H. Nagy,C,Spicy Gophers,Western Niasland,FW,"∂ 26,480,000"
A. Blanchard,C,Spicy Gophers,Esia,FWDF,"∂ 28,570,000"
U. Rees,C,Spicy Gophers,Dosqaly,FWMF,"∂ 24,370,000"
C. Ntale,C,Spicy Gophers,Esia,FWMF,"∂ 18,680,000"
I. Dehghani,C,Spicy Gophers,Esia,FWMF,"∂ 26,990,000"
M. Almalki,C,Spicy Gophers,Esia,FWMF,"∂ 21,240,000"
X. Lunyolo,C,Spicy Gophers,Esia,FWMF,"∂ 14,800,000"
C. Mari?,C,Spicy Gophers,Giumle Lizeibon,FWMF,"∂ 28,460,000"
I. Bitton,C,Spicy Gophers,Esia,GK,"∂ 11,030,000"
G. Moradi,C,Spicy Gophers,Esia,MF,"∂ 30,930,000"
U. Tweheyo,C,Spicy Gophers,Esia,MF,"∂ 4,760,000"
R. Kirya,C,Spicy Gophers,Giumle Lizeibon,MF,"∂ 22,360,000"
V. Kiggundu,C,Spicy Gophers,Southern Ristan,MF,"∂ 13,980,000"
F. Dutta,C,Spicy Gophers,Tabhu Striary,MF,"∂ 16,490,000"
E. Nambafu,C,Spicy Gophers,Esia,MFDF,"∂ 13,820,000"
C. Richard,C,Spicy Gophers,Esia,MFFW,"∂ 14,380,000"
H. Musiime,C,Spicy Gophers,Esia,MFFW,"∂ 34,840,000"
M. Ebong,C,Spicy Gophers,Esia,MFFW,"∂ 38,750,000"
V. Okongo,C,Spicy Gophers,Esia,MFFW,"∂ 30,740,000"
I. Nakato,C,Supreme Jaguars,Coastpa Barleslands,DF,"∂ 24,010,000"
M. Lunkuse,C,Supreme Jaguars,Dosqaly,DF,"∂ 19,540,000"
X. Phiri,C,Supreme Jaguars,Dosqaly,DF,"∂ 12,600,000"
S. Kyobutungi,C,Supreme Jaguars,Esia,DF,"∂ 19,000,000"
X. Kurnia,C,Supreme Jaguars,Esia,DF,"∂ 17,490,000"
S. Phillips,C,Supreme Jaguars,Nganion,DF,"∂ 12,420,000"
A. Berisha,C,Supreme Jaguars,People's Land of Maneau,DF,"∂ 16,850,000"
I. Öztürk,C,Supreme Jaguars,Rosvi,DF,"∂ 22,740,000"
I. Ssentongo,C,Supreme Jaguars,Varijitri Isles,DF,"∂ 14,420,000"
Y. Iwasaki,C,Supreme Jaguars,Esia,DFMF,"∂ 23,340,000"
M. Piotrowski,C,Supreme Jaguars,Esia,FW,"∂ 30,550,000"
M. Ssemwanga,C,Supreme Jaguars,Giumle Lizeibon,FW,"∂ 26,450,000"
Z. Matsui,C,Supreme Jaguars,Giumle Lizeibon,FW,"∂ 28,950,000"
F. Quansah,C,Supreme Jaguars,Southern Ristan,FW,"∂ 30,580,000"
M. Colombo,C,Supreme Jaguars,Djipines,FWMF,"∂ 15,980,000"
M. Ebong,C,Supreme Jaguars,Esia,FWMF,"∂ 24,730,000"
L. Jung,C,Supreme Jaguars,Rarita,FWMF,"∂ 23,690,000"
S. Feldman,C,Supreme Jaguars,Esia,GK,"∂ 16,140,000"
W. Meiyr,C,Supreme Jaguars,Esia,GK,"∂ 22,980,000"
E. Orishaba,C,Supreme Jaguars,Esia,MF,"∂ 7,390,000"
G. Waswa,C,Supreme Jaguars,Esia,MF,"∂ 32,330,000"
Q. Demir,C,Supreme Jaguars,Esia,MF,"∂ 11,870,000"
X. Seidu,C,Supreme Jaguars,Giumle Lizeibon,MF,"∂ 24,060,000"
G. António,C,Supreme Jaguars,Nganion,MF,"∂ 9,000,000"
K. Ntege,C,Supreme Jaguars,Slandsganiamayotteque,MFDF,"∂ 29,600,000"
J. Muianga,C,Supreme Jaguars,Biarizea,MFFW,"∂ 26,060,000"
L. Kaur,C,Supreme Jaguars,Biarizea,MFFW,"∂ 24,470,000"
A. Guo,C,Supreme Jaguars,Esia,MFFW,"∂ 4,860,000"
M. Kakaire,C,Supreme Jaguars,Sobianitedrucy,MFFW,"∂ 32,020,000"
U. Kyoshabire,C,Ultimate Dolphins,Central Democracy of Boekrainego,DF,"∂ 19,730,000"
B. Klemen?i?,C,Ultimate Dolphins,Dosqaly,DF,"∂ 10,770,000"
B. Mangwiro,C,Ultimate Dolphins,Dosqaly,DF,"∂ 28,160,000"
L. Mitchell,C,Ultimate Dolphins,Esia,DF,"∂ 10,250,000"
V. Inoue,C,Ultimate Dolphins,Giumle Lizeibon,DF,"∂ 21,830,000"
N. Quinn,C,Ultimate Dolphins,Nganion,DF,"∂ 13,480,000"
Z. Nassolo,C,Ultimate Dolphins,Rarita,DF,"∂ 15,200,000"
M. Schwartz,C,Ultimate Dolphins,Slandsganiamayotteque,DF,"∂ 8,670,000"
K. Yousef,C,Ultimate Dolphins,Esia,DFFW,"∂ 17,170,000"
D. Mirembe,C,Ultimate Dolphins,Nganion,DFMF,"∂ 8,590,000"
J. De Smet,C,Ultimate Dolphins,Esia,FW,"∂ 12,000,000"
"I. Van Dijk, Van Dyk",C,Ultimate Dolphins,Nancipenuaroe,FW,"∂ 5,850,000"
S. Y?lmaz,C,Ultimate Dolphins,Nkasland Cronestan,FW,"∂ 30,910,000"
B. Mpofu,C,Ultimate Dolphins,Byasier Pujan,FWMF,"∂ 27,660,000"
M. Sakai,C,Ultimate Dolphins,Dosqaly,FWMF,"∂ 27,550,000"
I. Low,C,Ultimate Dolphins,Dozstan,FWMF,"∂ 3,190,000"
Y. Nartey,C,Ultimate Dolphins,Esia,FWMF,"∂ 32,400,000"
R. Kato,C,Ultimate Dolphins,Manlisgamncent,FWMF,"∂ 28,250,000"
A. Lucas,C,Ultimate Dolphins,Esia,GK,"∂ 10,040,000"
B. Harahap,C,Ultimate Dolphins,Esia,GK,"∂ 24,420,000"
U. Oola,C,Ultimate Dolphins,Dosqaly,MF,"∂ 28,420,000"
J. Halvorsen,C,Ultimate Dolphins,Esia,MF,"∂ 5,300,000"
T. Astuti,C,Ultimate Dolphins,Esia,MF,"∂ 37,390,000"
X. Durand,C,Ultimate Dolphins,Greri Landmoslands,MF,"∂ 14,060,000"
I. Aidoo,C,Ultimate Dolphins,Nganion,MF,"∂ 26,990,000"
G. Nisha,C,Ultimate Dolphins,Esia,MFDF,"∂ 15,770,000"
W. D'amico,C,Ultimate Dolphins,Dosqaly,MFFW,"∂ 16,480,000"
O. Nairuba,C,Ultimate Dolphins,Esia,MFFW,"∂ 31,850,000"
G. Ochwo,C,Ultimate Dolphins,Lefghau,MFFW,"∂ 28,420,000"
O. Kyomukama,C,Ultimate Longhorns,Dosqaly,DF,"∂ 15,530,000"
F. Mutandwa,C,Ultimate Longhorns,Esia,DF,"∂ 22,810,000"
W. Longwe,C,Ultimate Longhorns,Giumle Lizeibon,DF,"∂ 14,420,000"
K. Marufu,C,Ultimate Longhorns,Imaar Vircoand,DF,"∂ 26,100,000"
S. Nadunga,C,Ultimate Longhorns,Iverde,DF,"∂ 9,680,000"
F. Asare,C,Ultimate Longhorns,Reugha,DF,"∂ 24,580,000"
R. Magaya,C,Ultimate Longhorns,Esia,DFMF,"∂ 22,280,000"
H. Marroquín,C,Ultimate Longhorns,Giumle Lizeibon,DFMF,"∂ 26,710,000"
D. Amongi,C,Ultimate Longhorns,Lylimi,DFMF,"∂ 7,690,000"
J. Namale,C,Ultimate Longhorns,Rosvi,DFMF,"∂ 33,280,000"
Y. Romano,C,Ultimate Longhorns,Slandsganiamayotteque,DFMF,"∂ 14,440,000"
